bid_item_code,category,description,unit_of_measure
624-49061,624,60 Inch Equivalent Drainage Pipe Elliptical (Class 9) (Compl,LF
624-49066,624,66 Inch Equivalent Drainage Pipe Elliptical (Class 9),LF
624-49072,624,72 Inch Equivalent Drainage Pipe Elliptical (Class 9),LF
624-49073,624,72 Inch Equivalent Drainage Pipe Elliptical (Class 9) (Compl,LF
624-49078,624,78 Inch Equivalent Drainage Pipe Elliptical (Class 9),LF
624-49079,624,78 Inch Equivalent Drainage Pipe Elliptical (Class 9) (Compl,LF
624-49084,624,84 Inch Equivalent Drainage Pipe Elliptical (Class 9),LF
624-49085,624,84 Inch Equivalent Drainage Pipe Elliptical (Class 9) (Compl,LF
624-49090,624,90 Inch Equivalent Drainage Pipe Elliptical (Class 9),LF
624-49091,624,90 Inch Equivalent Drainage Pipe Elliptical (Class 9)  (Comp,LF
624-49096,624,96 Inch Equivalent Drainage Pipe Elliptical (Class 9),LF
624-49097,624,96 Inch Equivalent Drainage Pipe Elliptical (Class 9) (Compl,LF
624-49102,624,102 Inch Equivalent Drainage Pipe Elliptical (Class 9),LF
624-49103,624,102 Inch Equivalent Drainage Pipe Elliptical (Class 9) (Comp,LF
624-49108,624,108 Inch Equivalent Drainage Pipe Elliptical (Class 9),LF
624-49109,624,108 Inch Equivalent Drainage Pipe Elliptical (Class 9) (Comp,LF
624-50018,624,18 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50019,624,18 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50021,624,21 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50022,624,21 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50024,624,24 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50025,624,24 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50027,624,27 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50028,624,27 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50030,624,30 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50031,624,30 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50036,624,36 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50037,624,36 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50042,624,42 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50043,624,42 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50048,624,48 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50049,624,48 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50054,624,54 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50055,624,54 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50060,624,60 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50061,624,60 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50066,624,66 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50072,624,72 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50073,624,72 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50078,624,78 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50079,624,78 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50084,624,84 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50085,624,84 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50090,624,90 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50091,624,90 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50096,624,96 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50097,624,96 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Comp,LF
624-50102,624,102 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50103,624,102 Inch Equivalent Drainage Pipe Elliptical (Class 10) (Com,LF
624-50108,624,108 Inch Equivalent Drainage Pipe Elliptical (Class 10),LF
624-50109,624,108 Inch Equivalent Drain Pipe Elliptical (Class 10) (Comple,LF
624-60015,624,15 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60016,624,15 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60018,624,18 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60019,624,18 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60021,624,21 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60022,624,21 Inch Equivalent Drainage Pipe Arch (Class 0)  (Complete I,LF
624-60024,624,24 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60025,624,24 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60030,624,30 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60031,624,30 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60036,624,36 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60037,624,36 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60042,624,42 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60043,624,42 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60048,624,48 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60049,624,48 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60054,624,54 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60055,624,54 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60060,624,60 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60061,624,60 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60066,624,66 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60067,624,66 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60072,624,72 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60073,624,72 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60078,624,78 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60079,624,78 Inch Equivalent Drainage Pipe Arch (Class 0) (Complete In,LF
624-60084,624,84 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60090,624,90 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60096,624,96 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60102,624,102 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60108,624,108 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60114,624,114 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-60120,624,120 Inch Equivalent Drainage Pipe Arch (Class 0),LF
624-61015,624,15 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61016,624,15 Inch Equivalent Drainage Pipe Arch (Class 1) (Complete In,LF
624-61018,624,18 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61019,624,18 Inch Equivalent Drainage Pipe Arch (Class 1) (Complete In,LF
624-61021,624,21 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61022,624,21 Inch Equivalent Drainage Pipe Arch (Class 1) (Complete In,LF
624-61024,624,24 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61025,624,24 Inch Equivalent Drainage Pipe Arch (Class 1) (Complete In,LF
624-61030,624,30 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61036,624,36 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61042,624,42 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61048,624,48 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61054,624,54 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61060,624,60 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61066,624,66 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61072,624,72 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61078,624,78 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61084,624,84 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61090,624,90 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61096,624,96 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61102,624,102 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61108,624,108 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61114,624,114 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-61120,624,120 Inch Equivalent Drainage Pipe Arch (Class 1),LF
624-62015,624,15 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62016,624,15 Inch Equivalent Drainage Pipe Arch (Class 2) (Complete In,LF
624-62018,624,18 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62019,624,18 Inch Equivalent Drainage Pipe Arch (Class 2) (Complete In,LF
624-62021,624,21 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62022,624,21 Inch Equivalent Drainage Pipe Arch (Class 2) (Complete In,LF
624-62024,624,24 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62025,624,24 Inch Equivalent Drainage Pipe Arch (Class 2) (Complete In,LF
624-62030,624,30 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62036,624,36 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62042,624,42 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62048,624,48 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62054,624,54 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62060,624,60 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62066,624,66 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62072,624,72 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62078,624,78 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62084,624,84 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62090,624,90 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62096,624,96 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62102,624,102 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62108,624,108 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62114,624,114 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-62120,624,120 Inch Equivalent Drainage Pipe Arch (Class 2),LF
624-63015,624,15 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63016,624,15 Inch Equivalent Drainage Pipe Arch (Class 3) (Complete In,LF
624-63018,624,18 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63019,624,18 Inch Equivalent Drainage Pipe Arch (Class 3) (Complete In,LF
624-63021,624,21 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63022,624,21 Inch Equivalent Drainage Pipe Arch (Class 3) (Complete In,LF
624-63024,624,24 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63025,624,24 Inch Equivalent Drainage Pipe Arch (Class 3) (Complete In,LF
624-63030,624,30 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63036,624,36 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63042,624,42 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63048,624,48 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63054,624,54 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63060,624,60 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63066,624,66 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63072,624,72 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63078,624,78 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63084,624,84 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63090,624,90 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63096,624,96 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63102,624,102 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63108,624,108 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63114,624,114 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-63120,624,120 Inch Equivalent Drainage Pipe Arch (Class 3),LF
624-64015,624,15 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64016,624,15 Inch Equivalent Drainage Pipe Arch (Class 4) (Complete In,LF
624-64018,624,18 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64019,624,18 Inch Equivalent Drainage Pipe Arch (Class 4) (Complete In,LF
624-64021,624,21 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64022,624,21 Inch Equivalent Drainage Pipe Arch (Class 4) (Complete In,LF
624-64024,624,24 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64025,624,24 Inch Equivalent Drainage Pipe Arch (Class 4) (Complete In,LF
624-64030,624,30 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64036,624,36 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64042,624,42 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64048,624,48 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64054,624,54 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64060,624,60 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64066,624,66 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64072,624,72 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64078,624,78 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64084,624,84 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64090,624,90 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64096,624,96 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64102,624,102 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64108,624,108 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64114,624,114 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-64120,624,120 Inch Equivalent Drainage Pipe Arch (Class 4),LF
624-65015,624,15 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65016,624,15 Inch Equivalent Drainage Pipe Arch (Class 5) (Complete In,LF
624-65018,624,18 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65019,624,18 Inch Equivalent Drainage Pipe Arch (Class 5) (Complete In,LF
624-65021,624,21 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65022,624,21 Inch Equivalent Drainage Pipe Arch (Class 5) (Complete In,LF
624-65024,624,24 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65025,624,24 Inch Equivalent Drainage Pipe Arch (Class 5) (Complete In,LF
624-65030,624,30 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65036,624,36 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65042,624,42 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65048,624,48 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65054,624,54 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65060,624,60 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65066,624,66 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65072,624,72 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65078,624,78 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65084,624,84 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65090,624,90 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65096,624,96 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65102,624,102 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65108,624,108 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65114,624,114 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-65120,624,120 Inch Equivalent Drainage Pipe Arch (Class 5),LF
624-66015,624,15 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66016,624,15 Inch Equivalent Drainage Pipe Arch (Class 6) (Complete In,LF
624-66018,624,18 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66019,624,18 Inch Equivalent Drainage Pipe Arch (Class 6) (Complete In,LF
624-66021,624,21 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66022,624,21 Inch Equivalent Drainage Pipe Arch (Class 6) (Complete In,LF
624-66024,624,24 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66025,624,24 Inch Equivalent Drainage Pipe Arch (Class 6) (Complete In,LF
624-66030,624,30 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66036,624,36 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66042,624,42 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66048,624,48 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66054,624,54 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66060,624,60 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66066,624,66 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66072,624,72 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66078,624,78 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66084,624,84 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66090,624,90 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66096,624,96 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66102,624,102 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66108,624,108 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66114,624,114 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-66120,624,120 Inch Equivalent Drainage Pipe Arch (Class 6),LF
624-67015,624,15 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67016,624,15 Inch Equivalent Drainage Pipe Arch (Class 7) (Complete In,LF
624-67018,624,18 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67019,624,18 Inch Equivalent Drainage Pipe Arch (Class 7) (Complete In,LF
624-67021,624,21 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67022,624,21 Inch Equivalent Drainage Pipe Arch (Class 7) (Complete In,LF
624-67024,624,24 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67025,624,24 Inch Equivalent Drainage Pipe Arch (Class 7) (Complete In,LF
624-67030,624,30 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67036,624,36 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67042,624,42 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67048,624,48 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67054,624,54 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67060,624,60 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67066,624,66 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67072,624,72 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67078,624,78 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67084,624,84 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67090,624,90 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67096,624,96 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67102,624,102 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67108,624,108 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67114,624,114 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-67120,624,120 Inch Equivalent Drainage Pipe Arch (Class 7),LF
624-68015,624,15 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68016,624,15 Inch Equivalent Drainage Pipe Arch (Class 8) (Complete In,LF
624-68018,624,18 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68019,624,18 Inch Equivalent Drainage Pipe Arch (Class 8) (Complete In,LF
624-68021,624,21 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68022,624,21 Inch Equivalent Drainage Pipe Arch (Class 8) (Complete In,LF
624-68024,624,24 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68025,624,24 Inch Equivalent Drainage Pipe Arch (Class 8) (Complete In,LF
624-68030,624,30 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68036,624,36 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68042,624,42 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68048,624,48 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68054,624,54 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68060,624,60 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68066,624,66 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68072,624,72 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68078,624,78 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68084,624,84 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68090,624,90 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68096,624,96 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68102,624,102 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68108,624,108 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68114,624,114 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-68120,624,120 Inch Equivalent Drainage Pipe Arch (Class 8),LF
624-69015,624,15 Inch Equivalent Drainage Pipe Arch (Class 9),LF
624-69016,624,15 Inch Equivalent Drainage Pipe Arch (Class 9) (Complete In,LF
624-69018,624,18 Inch Equivalent Drainage Pipe Arch (Class 9),LF
624-69019,624,18 Inch Equivalent Drainage Pipe Arch (Class 9) (Complete In,LF
624-69021,624,21 Inch Equivalent Drainage Pipe Arch (Class 9),LF
624-69022,624,21 Inch Equivalent Drainage Pipe Arch (Class 9) (Complete In,LF
624-69024,624,24 Inch Equivalent Drainage Pipe Arch (Class 9),LF
624-69025,624,24 Inch Equivalent Drainage Pipe Arch (Class 9) (Complete In,LF
624-69030,624,30 Inch Equivalent Drainage Pipe Arch (Class 9),LF
624-69036,624,36 Inch Equivalent Drainage Pipe Arch (Class 9),LF
624-69042,624,42 Inch Equivalent Drainage Pipe Arch (Class 9),LF
624-69048,624,48 Inch Equivalent Drainage Pipe Arch (Class 9),LF
